sha,date,tier,area,files,status,note,subject
3d0bf5c9d3,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for Yuhtunga Jungle
75532fc22b,2026-06-14,D,cpp,2,,,Update Automaton Base Damage Calculation
86bb6a4996,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for West Sarutabaruta
9321bbb84b,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for Beaucedine Glacier
a1d2f8043e,2026-06-14,D,lua+sql,7,,,Implement Nott for Trusts
adf7547314,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for Cape Teriggan
b8dca56081,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for North Gustaberg
bdae3da585,2026-06-14,D,lua+sql,5,,,Kopopo guild shop converted to lua
e888f3ddff,2026-06-14,D,sql,1,,,[sql] Adds retail level changes for Konschtat Highlands
0b1c5dddd7,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Castle Oztroja
21b84398dc,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Castle Zvahl Baileys
439cadd7d5,2026-06-15,D,cpp,1,,,Core: Enforce the usage of ximeshes and navmeshes
5bff523848,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Palborough Mines
60b971523c,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Davoi
640d463c8b,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Den of Rancor
6af70322fb,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Ranguemont Pass
7a3c654ed2,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Giddeus
8248228db3,2026-06-15,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Emote rate limit to 1 sec
8aa5014647,2026-06-15,D,lua+sql,2,,,Almighty Apkallu Spawn Anim
96475f8ede,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Korroloka Tunnel
9980ac5e1e,2026-06-15,D,lua,25,,,[lua] Update COR roll effect luas
a2ff69179f,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Middle Delkfutts Tower
b754045677,2026-06-15,D,sql,1,,,[sql] Updates to Bostaunieux Oubliette mob levels
b8757bfb54,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Monastic Cavern
ca9bc14452,2026-06-15,C,cpp+lua,5,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Repair Kit / Mana Tank Interactions
cfb644db73,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Zeruhn Mines
d3ded4ad16,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Fort Ghelsba
d8a814049d,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Behemoths Dominion
de595c3eaa,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Dragons Aery
e1cf636c7f,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Ghelsba Outpost
e98f785ebb,2026-06-15,D,cfg+cpp,36,,,Core: Refactor ZMQ usage into ZMQService
ed771ff6e5,2026-06-15,D,sql,1,,,[sql] Adds retail level changes for Castle Zvahl Keep
eed8b48112,2026-06-15,D,cpp+lua,4,,,Implement Automaton Equalizer
063008c1d9,2026-06-16,D,other,1,,,[navmeshes] Update submodule commit
13ff0a7927,2026-06-16,D,cpp+tools,74,skip-large,"74 files, structural",Cleanup deprecated Status Effect enums
7c19130c59,2026-06-16,D,other,1,,,Improve error message when codegen dependencies are missing
88769f91b4,2026-06-16,C,other,3,conflict,does not apply cleanly onto 9e6f10c2fb,[docker] Fix issue with write access
984b000675,2026-06-16,D,cpp+lua,7,,,"Globalize Attachment Mods, Add Volt Gun, Cleanup Automaton.lua"
9eaf4e2689,2026-06-16,D,mod,62,skip-large,"62 files, structural",[modules] rework module structure
f1a47645ea,2026-06-16,D,lua+sql,7,,,Yabby Tanmikey guild shop converted to Lua
07f6676849,2026-06-17,D,sql,1,,,Backfill missing mob hitboxes
dd1028b323,2026-06-17,D,lua+sql,18,,,More Maat Adjustments
05c20a592f,2026-06-18,D,cpp+lua,65,skip-large,"65 files, structural",Migrate DAMAGE_TYPE enum to YAML
353b818a29,2026-06-18,C,cpp+lua,2,candidate,"applies cleanly, not yet built or reviewed",Fix typo: DEUX_EX_AUTOMATA TO DEUS_EX_AUTOMATA
36fd600beb,2026-06-18,D,lua,30,,,[lua] Convert Physical Bloodpacts To Mobskill Framework
3cb7f6d35f,2026-06-18,D,cpp+lua,23,,,Migrate ECOSYSTEM enum to YAML
53299bdbcd,2026-06-18,D,cpp+lua,15,,,"[lua, sql] Corsair job util enhancements"
5dfabb93d4,2026-06-18,D,mod,12,,,ToAU Era PUP Module Suite
6bf63da04d,2026-06-18,D,lua+sql,6,,,Linkshell vendors converted to lua
70f316d2a0,2026-06-18,D,lua+sql,3,,,Akamafula converted to standard shop
809edb261a,2026-06-18,D,lua+sql,6,,,Chip Goblins guild shops converted to Lua
a6b0ea737a,2026-06-18,D,cpp+lua,11,,,Migrate LATENT enum to YAML codegen
010e392d80,2026-06-19,D,cpp,3,,,Build: Split xi_map cmake targets
01889ff211,2026-06-19,D,sql,1,,,Increase Marionette Dice Range
4e07f64f99,2026-06-19,D,cpp+lua+tools,13,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,"[lua, cpp] Leujaoam Cleansing Assault; Lootbox Logic"
69ebfeb7e0,2026-06-19,D,sql,1,,,[sql] Adjusts more mob levels to match retail for 10 more zones (#10356)
b6440fbb26,2026-06-19,D,lua+sql,4,,,Culberry Audits
d449280514,2026-06-19,D,cpp+lua,3,,,Update LoadAutomaton ordering in lua_baseentity
38a93d078f,2026-06-20,D,cpp,7,,,Core: Tidy CTrustEntity interface
41c52121b7,2026-06-20,D,cpp+lua+sql,16,,,Implement Overdrive / Tactical Switch
65f125846e,2026-06-20,D,cpp+mod,383,skip-large,"383 files, structural","Core: Rename entity files (charentity.h -> char_entity.h, etc.)"
6892d2d4fe,2026-06-20,D,cpp,25,,,Core: Clean up Zone interface surface
7a8832595b,2026-06-20,C,cpp,3,conflict,does not apply cleanly onto 9e6f10c2fb,Core: Fix some accidental copies during iteration
890cfb0036,2026-06-20,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix table data fetching for Shadow Lord phases
8aa8398041,2026-06-20,D,cpp,5,,,Core: Remove friend class decl from CCharEntity
ccb6fbef57,2026-06-20,D,cpp,12,,,Core: Reorg CAutomatonEntity and associated types
cf60b9abc9,2026-06-20,D,cpp,2,,,Core: Add WeatherContainer
ddf2e57de9,2026-06-20,D,sql,1,,,[sql] Adjusts the remaining COP/TOAU zones for retail mob levels (#10365)
e331b2c55b,2026-06-20,D,lua+mod+sql,31,,,Implement JA Heady Artifice
e4b9e51af2,2026-06-20,D,lua,1,,,[lua] Adding CrystalWar Quest 7 70
e612d3542f,2026-06-20,D,cpp,31,,,"Core: Tidy interfaces for {automaton, fellow, npc, pet, trust}_entity"
f8c3d5d01b,2026-06-20,D,cpp,8,,,Core: Tidy up entity class declarations and destructors
05c00d3bb8,2026-06-21,C,cpp+lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua, cpp] Pulling the Plug fixes; OnSpellCastStart fix"
09b262bfc1,2026-06-21,D,cpp+tools,5,,,Scripts: Add LLVM windows path to run_clang_format.py
1c30434a18,2026-06-21,D,lua,1,,,Test: Rename constants in status benchmark
1e2ec9c3a7,2026-06-21,D,cpp,7,,,Core: Add mockable socket interface
4fc8d28ba7,2026-06-21,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Core: Fix xi_map tracy linkage
614fef3a33,2026-06-21,D,cpp,6,,,Core: Improve logging
61ab350399,2026-06-21,D,cpp,1,,,"Core: Improve to_upper, to_lower"
6f7e0c4d9e,2026-06-21,D,cpp,24,,,Core: Refactor StatusEffectContainer to hide allocations
8334db98ce,2026-06-21,D,cpp+lua,2,,,Lua: Add second-level caching for status effect scripts
848adc0ca2,2026-06-21,A,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,Core: Fix crash on shutdown via SIGINT/SIGTERM
9d8949f9e9,2026-06-21,D,lua,1,,,Test: Add Status Effect benchmark test
c594e84511,2026-06-21,D,lua,1,,,Strip comment that has not aged well
cf81279e43,2026-06-21,C,lua+sql,7,conflict,does not apply cleanly onto 9e6f10c2fb,Self Destruct damage fix
d58978daa5,2026-06-21,D,cpp,36,,,"DB: Extract out interface, implement C-connector backend"
eb7c9f9032,2026-06-21,D,lua,1,,,Test: Add estimated network drain to status benchmark
efa445c0c6,2026-06-21,D,cpp,2,,,Core: Add more tracy scopes to StatusEffectContainer
fbae82c2ea,2026-06-21,D,lua,1,,,Cleanup Shadow Lord (phase 1) lua file
1aed28a22d,2026-06-22,D,cpp,3,,,Deps: Add FlatHashMap
2b5f62a5c3,2026-06-22,D,lua,3,content-queued,see content_queue.csv; new_text_keys=2; applies_clean=no,Use listener to try to not to call all players in a zone every tick
6240e3bf3c,2026-06-22,D,cpp,5,,,Core: Add LosCache to CanSeeTarget
95441da5fc,2026-06-22,D,cpp+lua,5,,,"Removed nested buffing logic from doRoamTick, add doBuffTIck"
a847dd01be,2026-06-22,D,other,1,,,Build: Add CMakePresets for easier CLI builds
bef2342f9b,2026-06-22,D,cpp,1,,,Core: Tidy event handler
d655041a28,2026-06-22,D,lua,1,,,Make Lamia 19 script readable by humans.
e711fc8e04,2026-06-22,D,cpp,2,,,Core: Reinstate and improve 2nd-level Lua caching
f72ddee704,2026-06-22,D,tools,1,,,Scripts: Add build helper script (for CLI help)
f81e77c8ff,2026-06-22,D,tools,1,,,Scripts: Add tracy capture helper script
01b2beb72f,2026-06-23,D,cpp,2,,,Core: Throttle TryLink()
1c38e88138,2026-06-23,D,other,1,,,Set DEBUGGER_WORKING_DIRECTORY for Ninja debug sessions
1c65b73953,2026-06-23,D,lua,8,content-queued,see content_queue.csv; new_text_keys=3; applies_clean=no,add mimeo stone quest and update rewards
4787c5acf1,2026-06-23,D,cpp,19,,,"Core: Refactor ""2nd-level"" caching to be the only cache"
50b1662462,2026-06-23,D,lua,1,,,Change Sweep test enemy from BRD to MNK
7009d0fb72,2026-06-23,D,cpp,2,,,Core: Replace xi:eraseIf with stdlib version
f6434f362d,2026-06-23,D,other,1,,,Build: Tidy up default build config selection
09ac8a5e89,2026-06-24,D,cpp,1,,,Core: Add basic level of Lua empty-handler elision
3b0b963617,2026-06-24,D,cpp+lua,2,,,Test: Add test to verify default Horro module
721e3d1985,2026-06-24,B,cpp+lua,51,skip-large,"51 files, structural",[core][lua] Mob Weapon Damage Refactor
88dc1b6dcc,2026-06-24,D,lua,1475,skip-large,"1475 files, structural",Remove all cases of empty mob functions inside scripts/zones folder
95bb204a96,2026-06-24,C,lua,2,candidate,"applies cleanly, not yet built or reviewed",Fixes 2 cases of missing parameters and a quest not propely written
9eba401df5,2026-06-24,D,lua,9,,,[lua] Route quick draw logic through corsair job util
dbd44101d1,2026-06-24,D,lua,12,,,Additional Maat Adjustments
172feae427,2026-06-25,D,sql,1,,,[sql] Quadav Fetich droplist audit + a few others in pal mines
337f0adbd6,2026-06-25,D,sql,1,,,[sql] ROTZ Content Tags 51-100
5ec7f6201a,2026-06-25,D,sql,1,,,[sql] ROTZ Content Tags 101-150
70cca2df9b,2026-06-25,D,lua+sql,4,,,Shen Audits
0f462d5210,2026-06-26,D,lua,1,,,Adds medicine/food removal to !reset
1f307345a8,2026-06-26,D,cpp,1,,,Core: Collapse queries in recv_parse
22836b9ce3,2026-06-26,D,lua+sql,4,,,Vuliaie guild shop converted to Lua
23ca4c3ad0,2026-06-26,D,cpp,2,,,Core: Remove TaskGroup usage in ZoneEntities
3ed5d5dd48,2026-06-26,D,cpp,3,,,"Core: Add blowfish_{encipher, decipher}_blocks"
44f877dd63,2026-06-26,D,lua+sql,5,,,Achika guild shop converted to lua
514d543f49,2026-06-26,D,cpp,10,,,Core: Add SpatialGrid to reduce work in ZoneServer
55b8d609a9,2026-06-26,D,cpp,1,,,Core: Use FlatHashMap for EntityList_t
5e114579af,2026-06-26,D,cpp,2,,,Core: Re-use a scratch packet in networking
6602ccdba7,2026-06-26,D,cpp,2,,,Core: Extract tapMobAggro from the SpawnMOBs aggro lambda
795c1fef28,2026-06-26,D,sql,1,,,[sql] Audit some synthesis content tags (151-200)
82f7334faf,2026-06-26,D,cpp,3,,,Core: Use FlatHashMap for SpawnIDList_t
95cd00832c,2026-06-26,D,cpp+lua,67,skip-large,"67 files, structural",Core: Refactor PathFind
a39b72a899,2026-06-26,D,lua,26,content-queued,see content_queue.csv; new_text_keys=12; applies_clean=no,[lua] Add SoA survival skill obstacle traversing
ac40555987,2026-06-26,D,lua+sql,12,,,Self-Destruct and Hypothermal Combustion adjustments
d7ed78d4d5,2026-06-26,D,lua+sql,5,,,Chiyo Guild Shop converted to Lua
e26b3d8b2b,2026-06-26,D,other,1,,,Chore: Add .cpm-cache/ to gitignore
e2de5aa909,2026-06-26,D,cpp,1,,,"Core: Optimise zlib_{compress, decompress}"
f177cffb9d,2026-06-26,D,cpp,2,,,XiMesh: Speed up raycast with broad-phase culling
f95916e166,2026-06-26,B,cpp+lua+mod+sql,8,conflict,does not apply cleanly onto 9e6f10c2fb,[core][lua][sql] Avatar Weapon/Bloodpact Damage Modules
04bd22c4f3,2026-06-27,D,lua,1,,,Implement Theurgic Focus MAB bonus
26ec91e0f8,2026-06-27,D,cpp,7,,,Test: Track exit status
2d48e0daad,2026-06-27,D,sql,2,,,Add Cryptonberry skill list
4b7c91ff1f,2026-06-27,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Meikyo Shisui / Sekkanoki Interactions
632b3db30a,2026-06-27,D,lua+sql,5,,,Jirokichi guild shop converted to Lua
6723c3318d,2026-06-27,D,lua,2,,,[lua] Implement Yahse-Adoulin Ferry
6ab71f2bac,2026-06-27,D,cpp+lua,7,,,Core: Refactor use of AI::StateStack
6ebd915731,2026-06-27,C,cpp+lua,3,conflict,does not apply cleanly onto 9e6f10c2fb,Prevent Patrolling mobs from buffing
701075e759,2026-06-27,D,lua,2,,,Handle Addle properly and Implement Addle II
808f8ea9e3,2026-06-27,D,cpp+lua+sql,4,,,"Add ""Enspell Duration Bonus"" modifier and apply it to items and code"
9bdc95f2ca,2026-06-27,D,lua+sql,3,,,Silver Owl guild shop converted to Lua
cdc7c7886a,2026-06-27,D,lua+sql,4,,,Jabbar guild shop converted to Lua
f2bb78a945,2026-06-27,D,lua+sql,5,,,Maymunah guild shop converted to Lua
fe280e6add,2026-06-27,D,lua,5,,,[lua] Add Rala Waterways sluice gate handlers
10c913d9ed,2026-06-28,D,lua+sql,3,,,Tsutsuroon guild shop converted to lua
3690de4bc9,2026-06-28,D,lua+sql,4,,,Chaupire guild shop converted to Lua
3b59388e0a,2026-06-28,D,lua+sql,4,,,Dehbi Moshal guild shop converted to Lua
4ba342d0a9,2026-06-28,D,lua+sql,5,,,Shih Tayuun guild shop converted to Lua
5c52eaca97,2026-06-28,D,lua+sql,7,,,Gathweeda / Wahraga guild shops converted to Lua
6a050f923c,2026-06-28,D,lua+sql,3,,,Ndego guild shop converted to lua
814d000316,2026-06-28,B,cpp,2,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Add onUpdate to spawn list functions
9750b40184,2026-06-28,D,lua+sql,5,,,Doggomehr guild shop converted to Lua
a5748e532b,2026-06-28,D,lua+sql,4,,,Kueh Igunahmori guild shop converted to Lua
ac57b7ad21,2026-06-28,C,lua+mod+sql,7,conflict,does not apply cleanly onto 9e6f10c2fb,"[lua, sql][module] COR Era Adjustment Modules; COR and module bug fix"
b41373ecd9,2026-06-28,D,lua+sql,2,,,Small Maat tweaks
badd18713f,2026-06-28,D,lua,3,,,[lua] Audit Aqueducts locked doors
cf04fcb15b,2026-06-28,D,lua,23,,,Remove empty functions from npc scripts
e7eb2f691d,2026-06-28,D,sql,1,,,[sql] Audit some synthesis content tags (201-250)
ee8131a2ff,2026-06-28,D,cpp+lua+mod,4,,,"[lua, sql, cpp] Beastmaster Sic bugfix; Sic Era Module"
fb2f6a4da6,2026-06-28,D,cpp+lua,2,,,Disable SQL Fallback for valid lua spell overrides
3452b4c77a,2026-06-29,D,lua,19,,,[lua] Event updates for CoP 5-3 Until End
450d7ba660,2026-06-29,D,cpp,1,,,Core: Add steps checking to rayIntersect
52b836d76a,2026-06-29,D,lua,2,,,Tests: Add Aggro-tap test
87279ae651,2026-06-29,D,lua+sql,7,,,Clothcraft guild shops converted to Lua
8df4dea7b3,2026-06-29,D,cpp+lua,5,,,Convert skillchain damage calculations to lua
a7b9a120ae,2026-06-29,D,lua,1,,,Tests: Add Aggro-LOS test
db5a8fc66d,2026-06-29,D,lua+sql,4,,,Goldsmithing guild shops converted to Lua
f9ebe55b01,2026-06-29,D,lua+sql,17,,,Fishing guild shops converted to Lua
01c66ec923,2026-06-30,B,cpp,4,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Fix no-resend with dropped 0x00As
077cbf5c88,2026-06-30,D,lua+sql,4,,,Create new default spell list for non-buffing mobs
2caeabd88f,2026-06-30,D,sql,1,,,[sql] Audit some synthesis content tags (251-300)
2d157e991d,2026-06-30,D,cpp+lua,2,,,Restore Optional Targeting to TryCastSpell() Refactor Avatar.lua
48790dde2b,2026-06-30,B,cpp+lua,3,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] [lua] Remove unused and broken function
85be2c7445,2026-06-30,D,lua+sql,12,,,Sacrarium NM Audits
97b1af14f6,2026-06-30,D,lua,1,,,General damage spell maintenance
a640623bd1,2026-06-30,D,lua,1,,,Style changes
b50ee79813,2026-06-30,C,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Automaton Spawn Animation
ca1f1c1681,2026-06-30,D,lua,30,,,Cleanup Geo effects
ed36e44e05,2026-06-30,B,cpp,7,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Add some guardrails to some zoning logic
080f1e593e,2026-07-01,D,cpp,1,,,Add newer Alter Ego categories
0aafb8025d,2026-07-01,D,cpp+lua+sql+tools,4,,,Add tests for Abyssea Traverser Stones
1cc1b82dbb,2026-07-01,D,cpp+lua+sql,13,,,Allow customized spawn times for TOTD mobs
1db6cc5629,2026-07-01,D,lua,2,,,Reorder guild shop entries to match expected order
32141ea192,2026-07-01,A,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Add nil check to shadow lord listener
419298bc23,2026-07-01,D,cpp+lua+sql,5,,,Implement Cascade JA and effect properly
428b5869eb,2026-07-01,A,lua,1,conflict,does not apply cleanly onto 9e6f10c2fb,Skillchain: Fix out of bounds table data fetching
50bbad9173,2026-07-01,D,sql,1,,,[sql] Audit some synthesis content tags (301-350)
51034e95ed,2026-07-01,D,cpp+lua+sql+tools,17,,,Deprecate legacy guild shop system
54af93d7d3,2026-07-01,D,lua,8,,,Additional Maat damage adjustments
60ea100ba8,2026-07-01,B,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,[core] Remove pending deleted pets from players spawnlists
6ed8665274,2026-07-01,D,cpp,2,,,Core: Don't walk RTTI tree in updateEntityPacket
723df05222,2026-07-01,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",Fix Meikyo Shisui sequence on interrupt
8307cbb093,2026-07-01,D,mod,1,,,[modules] update comment in exp sql module
88e2542d8b,2026-07-01,D,other,1,,,[yaml] Update names of some statuses that share the same script
928f4da819,2026-07-01,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,Correct some SQL spell list entries
9b05174c15,2026-07-01,B,cpp,1,adopted,in verified batch 2026-08-21; build + 264/264 tests pass,[core] Unset no despawn in battlefield cleanup
aee9b1d247,2026-07-01,D,lua,9,,,Add isEngaged() to Dispel lua spell lists
c0c7eeaffb,2026-07-01,D,cpp,2,,,Update CHAT_NAME documentation to match XiPackets
2459ddac33,2026-07-02,D,cpp,14,,,Ext: Remove Mariadb CPP connector
372336b20a,2026-07-02,D,other,1,,,Ext: Bump all dependencies
39f7ea8706,2026-07-02,D,sql,1,,,[sql] Reorder QMs in North Gustaberg and Shadowreign version
48066c0cc2,2026-07-02,D,lua,3,adopted,content ported 2026-08-21; IDs.lua text kept ours; 265/265 tests,[lua] Audit Siren's Tear QM
69f51e3ea4,2026-07-02,D,lua,1,,,[lua] Set qm2 default action in North Gustaberg
86c19197a6,2026-07-02,D,cpp,6,,,Entities: Remove unused members
9c6473eea5,2026-07-02,D,lua,1,,,COR AF2 Bugfix
9e539e3a24,2026-07-02,D,other,1,,,Misc: Add tracy* to gitignore
aeb8432018,2026-07-02,D,other,1,,,Tracy: Build capture tools on Mac/Linux
d279951a3a,2026-07-02,D,tools,1,,,Tracy: Add port support to capture.py
1a67a808fa,2026-07-03,C,other,1,candidate,"applies cleanly, not yet built or reviewed",Fix aiso CI: Use new aiso directory instead of old one
1d1c9dd6ed,2026-07-03,C,cpp,1,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Trusts not getting interrupted
31aed360f2,2026-07-03,D,lua,1,,,[test] Remove changing wall groundskeeper aggro from aggro test
35dbd73d86,2026-07-03,D,cpp+sql+tools,11,,,Support forced rename flow in lobby
4886906a60,2026-07-03,D,cpp,1,,,Core: More safety in ~CTrustController()
4ab82eb0ae,2026-07-03,D,cpp,1,,,Core: Ensure binding of const CLuaBaseEntity*
86ad2105f1,2026-07-03,C,sql,3,conflict,does not apply cleanly onto 9e6f10c2fb,Fix Son of Anansi Animations
9a424ada80,2026-07-03,D,sql,1,,,[sql] Audit some synthesis content tags (351-400)
b3b0deed53,2026-07-03,D,lua,58,skip-large,"58 files, structural",Convert tutorial mini-questline to a hidden quest and modernize it
ba1d033e06,2026-07-03,D,tools,1,,,Skip binary files in CI general checks
d0d48cecd4,2026-07-03,D,lua,1,,,Add missing require in the healing effect script
ec9a17d90d,2026-07-03,D,lua,2,,,[lua] Set wall groundskeepers to aggro
11e91561ae,2026-07-04,D,lua,7,content-queued,see content_queue.csv; new_text_keys=8; applies_clean=yes,[lua] Remove Expeditionary Force KI on Nation Swap
1218a14533,2026-07-04,D,cpp+lua+sql,17,,,Implement ecosystem damage multipliers
227e880c9e,2026-07-04,D,sql,1,,,[sql] Update Expeditionary Force levels and spawn
24af747f9b,2026-07-04,D,cpp,4,,,Explicitly state badnames.bin is not a retail file
3e51a63740,2026-07-04,D,lua,2,,,COR AF3 Fight (Against All Odds) bugfix
497e2fb7a8,2026-07-04,D,cpp,2,,,Core: Slightly cleaner exit for xi_map
8f9d0e81c9,2026-07-04,D,cpp+lua,19,,,Gardening tests
981ff1193e,2026-07-04,D,other,1,,,Chore: Update clang-format rules
a3f1ec5534,2026-07-04,D,cpp,2,,,xirand: Add compile-time tests for skew
af8be49950,2026-07-04,D,lua+sql,2,,,[sql] [lua] Audit Temple Guardian and its Granite Door
b9a14dc2e9,2026-07-04,C,cpp,4,conflict,does not apply cleanly onto 9e6f10c2fb,xirand: Fix integer promotion issue in GetRandomNumber
ba209c9299,2026-07-04,D,other,2,,,[ci] Run xi_test on macOS
cc49e49f3c,2026-07-04,D,lua,1,,,[lua] Enable EF conversations with conquest guards
d10a28b2bf,2026-07-04,C,sql,1,conflict,does not apply cleanly onto 9e6f10c2fb,fix several tags that were initially overlooked during ROTZ tag batches
d26022395b,2026-07-04,D,cpp+mod,169,skip-large,"169 files, structural",Chore: Run new clang-format rules
d8cfbebd2c,2026-07-04,C,cpp,1,candidate,"applies cleanly, not yet built or reviewed",[C++] Fix ally NPCs not spawning in instances
e6aabae622,2026-07-04,D,cpp+lua,11,,,xirand: Make usage deterministic on all platforms
14a6dbf80f,2026-07-05,D,cpp,1,,,Core: Manually clear authenticatedSessions_ on shutdown
17cc7389ad,2026-07-05,D,cpp,2,,,Core: Upgrade build to C++23
1f2d8d500e,2026-07-05,D,lua+sql,2,,,Update Shadow Lord spell list
2c2882ec09,2026-07-05,D,cpp,2,,,Core: Remove Lua empty function elision
2c7fc37eae,2026-07-05,D,cpp+lua,17,,,Port SpawnAnimation to YAML based enum
32ffaff292,2026-07-05,D,cpp,1,,,Skip animation lock if JA couldnt be fired
3d6ee87468,2026-07-05,D,cpp+lua,56,skip-large,"56 files, structural",Port Allegiance and Status to YAML based enums
47e1618820,2026-07-05,D,cpp+lua,94,skip-large,"94 files, structural",Core: Upgrade to C++23
4a411e5944,2026-07-05,D,lua,1,,,Edit instrument macc and remove day macc bonuses
6591fa6ac0,2026-07-05,D,cpp+lua+tools,4,,,Lua: Add math.randomInt and math.randomFloat
716edd3d20,2026-07-05,D,cfg+cpp+mod,9,,,"[lua,sql,cpp][module] Summoner era modules and adjustments"
782a25b5ab,2026-07-05,D,lua,1,,,Reduce Ranged Attack Damage
866795648b,2026-07-05,D,lua,1,,,Test: Add more math.random() tests
86f73d04e8,2026-07-05,D,cpp+lua,13,,,Port MobType to YAML based enum
8cdaa6965c,2026-07-05,D,cpp,5,,,xirand: Add narrow-to-float safety
93b014fa90,2026-07-05,D,lua,14,content-queued,see content_queue.csv; new_text_keys=61; applies_clean=no,[lua] Expeditionary Force Battle Logic
94cced67ed,2026-07-05,D,cpp+lua,5,,,Core/Lua: Add math.randomNormal()
9d695fb764,2026-07-05,D,lua,56,content-queued,see content_queue.csv; new_text_keys=31; applies_clean=no,[lua] Enable Expeditionary Force with Treasure
a4a25ca765,2026-07-05,D,cpp+lua,20,,,Port AttackType to YAML based enum
ab7466d241,2026-07-05,D,cpp,6,,,Core: Add UDP backpressure stats
b518961aca,2026-07-05,D,cpp,2,,,Core: Harden synthutils to use only doubles
c5657d02b7,2026-07-05,D,sql,1,,,[sql] Audit some synthesis content tags (401-450)
d198a1a3ff,2026-07-05,D,lua,1,,,Retail Accurate Boyahda Tree Coffer Positions
dee8d92131,2026-07-05,D,cfg+cpp+lua,7,,,Optional holiday setting for guild shops
e1cab1c894,2026-07-05,D,cpp+lua+mod+tools,1156,skip-large,"1156 files, structural",Lua: Migrate to math.randomInt and math.randomFloat
e1eca269b0,2026-07-05,D,cpp,312,skip-large,"312 files, structural",Chore: Run and tidy a chunk of IWYU warnings
e91068d080,2026-07-05,D,lua,1,,,Tests: Harden 'Item use' test
ef25799939,2026-07-05,D,cpp,1,,,Core: Make math.random() binding resolution clear
fd0caff31b,2026-07-05,D,cpp+lua,7,,,Port ClaimType to YAML based enum
0b36e6bc14,2026-07-06,D,lua,5,,,Rework magic burst multiplier function
18bd8fb860,2026-07-06,D,lua+sql,2,,,DRG Job Quest NM Audits
2fc73083ae,2026-07-06,D,cfg+cpp,5,blocked-client,changes CLIENT_VER,[login] Set OTP features bit if account has OTP enabled
42e0613c87,2026-07-06,D,lua,11,,,Move magic burst script to combat folder and update usage and requires
6045f90b6e,2026-07-06,D,lua,2,,,Globalize 2 spell tables
7095c79d16,2026-07-06,D,sql,1,,,[sql] Audit some synthesis content tags (451-500)
7b721271d5,2026-07-06,D,cpp+tools,9,,,Test: Add Catch2 tests
8859bb47ae,2026-07-06,D,lua,2,,,Update Glyryvilu's Cross Attack
8fd37f9a15,2026-07-06,D,cpp,1,,,Core: Add lint exception for pq.pop()
9248f142ea,2026-07-06,D,cpp,9,,,Core: Tidy Variant
94e43ac5a7,2026-07-06,D,cpp+lua,5,,,Audit status effect removal location for spell-specific effects
9868e8ee82,2026-07-06,D,cpp,2,,,Test: Init Catch2 after TestApplication
9a78254070,2026-07-06,D,lua,15,,,Audit some `requires`
ab94cec20e,2026-07-06,D,lua+sql,3,,,Add Khimaira res ranks
eba66c5f0e,2026-07-06,D,cpp,7,,,Core: Introduce Heap
ec936a6b35,2026-07-06,D,cpp+lua,13,content-queued,see content_queue.csv; new_text_keys=0; applies_clean=no,Skill Specific fTP Binding
fd7a828c65,2026-07-06,D,lua,15,,,Move job points enum file to the enum folder
